=i҆|I
šni҆|ask
šni҆|conjure up, discuss
šni҆|hair
šni҆|Put down riot
šni҆|stink
šni҆|title
šni҆|Carrying rod of a god
šni҆|Vessel
šni҆t|Hailstorm
šni҆i҆|Plaintiff, beggar
šni҆i҆|crocodile
šni҆-i҆ḫt|litigate someone
šni҆-bnr|Bast the date
šni҆-bnrw|Date bast
šni҆-bšṯw|to be outraged
šni҆t-pt|Rain clouds
šni҆-ḥꜣti҆|Have pity
šni҆-tꜣ|Name of the plants
šni҆-tꜣ|Plant from Wadi Natrun
šnꜥ|keep from, reject
šnꜥ|be shy
šnꜥ|lion-shaped gargoyle
šnꜥ|God of the slaughter
šnꜥ|enemy
šnꜥ|Heraldic plant of Upper Egypt
šnꜥ|chest
šnꜥ|inner suffering
šnꜥ|storm
šnꜥ|fish
šnꜥ|Economic workers
šnꜥ|<< read: {wHa} "fisherman" >>
šnꜥ|Weight, mass
šnꜥt|goddess
šnꜥt|magazine
šnꜥw|cabin
šnꜥw|police officers
šnꜥw|Hindrance
šnꜥw|an act
šnꜥw|officially used plant
šnꜥw|Clouds
šnꜥw|magazine
šnꜥwt|Fron
šnꜥ(ti҆i҆)|value
šnw|Rope
šnw|network
šnw|Gift
šnw|People
šnwt|barn
šnwt|Court
šnw-n-ḳꜣꜣ|officially used
šnwi҆|Baumgarten
šnwt|jaw
šnwt|Date palm inflorescence
šnb|Trumpet
šnb|chest
šnb|Mouth opening device
šnbt|chest
šnbti҆|Falcon
šnb(i҆)|illness
šnp|reed
šnp|mat
šnp|Waters in Upper Egypt
šnft|Fruit, cake?
šnft|Fish scale
šnn|illness
šnn|upset someone
šnn|Have pain
šnn|Conqueror
šnnt|that which circles
šnnw|<< in: {Snnw nw xt} "Rigging of the mast" >>
šnrf|get in disarray
šns|cake
šnš|to destroy
šnš|be lazy
šnšn|to destroy
šnšn|warrior
šntt|Enclosure
šntt|Blasphemy
šntꜣi҆t|widow
šntꜣi҆t|Cow goddess
šnti҆|conjure up
šnti҆|be angry
šnti҆|hair
šnti҆|heron
šnti҆|acacia
šnti҆t|a cow goddess
šnti҆i҆|Liver disease
šnṯ|Snake
šnṯ|argue, fight
šnṯ|Abuse
šnṯ|sign
šnṯt|Quarrel, quarrel
šnṯ-i҆ḫt|quarrel with someone
šnṯi҆|Liver disease
šnṯi҆|the insurgent = Seth
šnṯi҆|Enemy of the gods in crocodile form
šnṯi҆|enmity
šnṯi҆w|Enemies
šnḏ|acacia
šnḏt|thorn acacia
šnḏt|Thorn, splinter
šnḏti҆|Temple official
šnḏwt|Royal apron
šr|God
šr|Waters
šr|be small, be small
šr|Child, boy
šr|liquid product
šrt|nose
šrt|barley
šrt|dress
šri҆|be small
šri҆|child
šri҆|plant
šri҆|block
šri҆t|girl
šri҆t|Kind of barley
šri҆t|Land of the Gaus of Herakleopolis
šri҆-ꜥḥꜣwti҆|son
šrꜥ|Part of the Temple of Amon
šrwt|constipation
šrp|Wadi Natrun
šrp|Grain
šrpt|Rope on ship
šrf|get in disarray
šrm|Blessing
šrm|ask for peace
šrm|Lay down arms
šrmt|Provisions for the soldiers
šrr|be small
šrr|product
šrr|shout
šrḥ|red wood
šrḥ|Brook
šrš|be quick, hurry
šrdn|one of the Mediterranean peoples
šhb|hot wind
šḥḳ|noun
šs|Bowl
šst|duck
šs|Rope
šs|linen
šs|Alabaster (or object from it)
šs|Grain, grain
šs|Valuable, good things
šs|Disease of the heart
šs|stretcher
šst|or object from it
šst|Ointment or oil
šsꜣ|divine being
šsꜣ|to be experienced
šsꜣ|to open
šsꜣt|oil
šsꜣt|night
šsꜣt|officially used plant
šsꜣw|Hartebeest
šsꜣw|skill
šsꜣw|diagnosis
šsꜣw|Name of the tongue
šsꜣi҆t|Mineral from nubia
šsi҆|fine dress
šsi҆t|officially used
šsp|fence
šsp|receive, take
šsp|acceptable
šsp|Gifts
šsp|Upper lip 4 fingers wide
šsp|Hand width
šsp|picture
šsp|keep away
šsp|to shine
šsp|Part of the Kyphi
šspt|chamber
šspt|officially used
šspt|Part of the fan
šspt|noun
šspt|Ropes of the ship
šsp|material
šspw|God
šspw|Vein
šspt-i҆trw|Firmly
šsp-ꜥꜣt|Firmly
šsp-ꜥnḫ|wind
šsp-n-ḥꜣt|to receive someone
šsp-rmw|to be wept
šsp-ksw|Bend over
šspi҆w|Arrested
šspti҆w|beings worshiping the moon
šsmt|Lumbar belt
šsmt|Country in the east
šsmt|mineral
šsmti҆|Horus
šsmtt|Name of goddesses
šsm|something that the dead solve at resurrection
šsm|leather code of law
šsm|be inflamed
šsm|strong
šsm|plant
šsmw|God of the wine and oil press
šsmw|picture
šsmwt|inflammation
šsmw|Ethnic group
šsr|Grain, grain
šsr|arrow
šsr|Term for protective gods
šsr|Type of slaughter
šsr|Slaughter cattle
šsr|from preparing the stove stones to cooking
šsr|linen
šsr|Rope
šsr|Name of the tongue
šsr|pronounce, announce
šsr|Saying, thought
šsr|attack
šsr|to shine
šsrt|Holy of Holies
šsrt|cake
šsrw|bag
šsri҆|God with arrows
šsri҆t|Goddess with arrows
šsr(w)|Animal:
šsšs|provided with something
šš|Twist ropes
šš|edify
ššt|Butcher knife
ššt|throat
šḳ|ring
šḳ|Part of a pillar
šḳ|Containers for arrows, quivers
šḳb|rhino
šḳr|Device made of wood
šḳrḳbi҆|among fruits from Nubia
šḳs|Device made of wood
škn|Watering station
škr|Mineral from nubia
škr|basket
šgnn|fight, argue
šgr|lockable box
šgr|Waters
št|pill
št-pt|Wadi Natrun
štꜣ|secret
štꜣ|make a secret
štꜣ|Name of the mountains
štꜣ|shape
štꜣ|portable shrine
štꜣ|Dekanestirn
štꜣ|Tree planting
štꜣ|Name of the water
štꜣ|Fields
štꜣ|little kid
štꜣ|district
štꜣt|secret things
štꜣt|Sanctuary of the Soker
štꜣt|Vulture goddess
štꜣt|Vulture goddess of El Kab
štꜣt|body
štꜣt|egg
štꜣti҆i҆|Epithet of the sun god
štꜣw|secret
štꜣw|Timber
štꜣ-st|Holy place
štꜣi҆|Secret
štꜣi҆t|Hidden
šti҆|Rod
šti҆|Name of the deceased
šti҆t|object
šti҆t|Leader of rowing women
šti҆w|cake
šti҆w|Stern of the rowing ship
šti҆w|turtle
šti҆w|Part of the body
šti҆w|Name of the realm of the dead
štw|turtle
štw|plant
štb|close
štb|Cage
štb|Rod
štbt|animal
štbt|Mass
štpi҆t|barn
štm|get violent
štm|punishable act
štḳr|box
šṯ|decorate, clothe
šṯ|dress
šṯ|animal
šṯ|bag
šṯ|board to be cut off
šṯw|turtle
šṯi҆t|Soker's grave
šṯwt|arched roof between walls
šd|steal
šd|leather pillow
šd|educator
šd|young brood of birds
šd|delivery boy
šd|Lumber for ships
šd|mortar
šd|female genitals
šd|potter
šd|Liturgies
šd|Head bandage
šd|Stars
šd|Fields
šd?|Vessel for grain
šdt|Water hole, well
šdt|dough
šdt|Crocodilopolis
šdti҆|Sobek's nickname
šdw|leather water hose
šdw|Part of the ship
šdw|savior
šd-ꜣpd|Bird fatteners
šd-ḫrw|offend against
šd-ḫrw|nonsense
šd-ḫrw|Troublemaker
šdi҆|to take
šdi҆|dig
šdi҆|rescue
šdi҆|read
šdi҆|suckle
šdi҆|Nile god
šdi҆|dig
šdi҆|Fields
šdi҆|container
šdi҆t|Holy cow
šdi҆t|Piles of rubble
šdi҆t|Waters
šdi҆t|palace
šdi҆i҆|Ejecting the net
šdw|Property
šdwt|Fields
šdwi҆|inner animal body part
šdn|be locked
šdrt|Abysses
šdḥ|drink
šdḥt|Waters
šdḥw|Land, parcel
šdšd|Standard bead
šdšdti҆|waiting
šddt|Payment, expense
šḏt|Dough,
ḳꜣ|Name of the atum
ḳꜣ|high
ḳꜣt|Designation of foreign countries, peoples
ḳꜣw|height
ḳꜣw|Primeval hill
ḳꜣw|<< read: {aHaw} "servants" >>
ḳꜣw-ḥꜥww|high and low
ḳꜣ-sꜣ|haughty
ḳꜣꜣ|hill
ḳꜣꜣ|officially used
ḳꜣꜣ|insect
ḳꜣꜣt|noun
ḳꜣꜣt|bars
ḳꜣi҆|be high
ḳꜣi҆|drink
ḳꜣi҆|hill
ḳꜣi҆|shape
ḳꜣi҆|Grains
ḳꜣi҆t|high country
ḳꜣi҆w|come there
ḳꜣi҆w|alien vagabond
ḳꜣi҆i҆tt|Name of the barge of the afterlife
ḳꜣꜥ|spit out
ḳꜣꜥw|Vomit
ḳꜣꜥ-ns|stick out the tongue
ḳꜣw|Pastries
ḳꜣb|fold up
ḳꜣb|double
ḳꜣb|Twist
ḳꜣb|Intestines
ḳꜣb|cool
ḳꜣbt|chest
ḳꜣbt|knee
ḳꜣbt|Parting
ḳꜣb-mꜣꜥ|Rectum
ḳꜣb-ḥb|Make the party more abundant
ḳꜣbi҆|Snake
ḳꜣfi҆|be astonished
ḳꜣnt|bars
ḳꜣr|bag
ḳꜣrt|bars
ḳꜣrt|cave
ḳꜣhd|to smoke
ḳꜣḥ|Earth, Nile earth
ḳꜣḥ|gather, bind
ḳꜣḥ|Piece
ḳꜣḥt|Pottery clay
ḳꜣḥi҆i҆t|<< in: {inr qAHyt} "polished stone" >>
ḳꜣḥt|Epithet of the moon
ḳꜣs|bind, shackle
ḳꜣs|Rope, ribbon, fetter
ḳꜣs|ladder
ḳꜣs|to throw up
ḳꜣs|to bury
ḳꜣs|bone
ḳꜣḳꜣ|bad quality of heart
ḳꜣḳꜣ|eat
ḳꜣḳꜣ|look up
ḳꜣḳꜣ|Way enemies are driven
ḳꜣḳꜣ|tree
ḳꜣḳꜣ|?
ḳꜣḳꜣw|River boat
ḳꜣḳꜣw-n-ꜥrri҆t|Service ship
ḳꜣd|plant
ḳꜣd|cry
ḳꜣd|star
ḳꜣdt|creeping plant
ḳꜣdi҆t|animal
ḳi҆|shape
ḳi҆|Birds
ḳi҆w|chair
ḳi҆w|Eye ailments
ḳi҆s|to throw up
ḳi҆s|Vomit
ḳi҆s|City of Kusa
ḳi҆s-ꜥnḫ|precious stone
ḳi҆swt|discharge
ḳꜥ|spit out
ḳꜥ|precious mineral
ḳꜥꜥ|udder
ḳꜥḥ|turn away
ḳꜥḥ|bow
ḳꜥḥ|settle down
ḳꜥḥ|upper arm
ḳꜥḥ|Angle, corner, side
ḳꜥḥ|building
ḳꜥḥ|loaf
ḳꜥḥ|drink
ḳꜥḥ|Priestly titles in Memphis and Letopolis
ḳꜥḥ|warming sunlight
ḳꜥḥ|Papyrus measure
ḳꜥḥt|Shoulder piece
ḳꜥḥt|District
ḳꜥḥt|Side length
ḳꜥḥt|Vessel
ḳwpr|Henna
ḳwnk|Flour for bread
ḳwr|Gold washer
ḳwr|Cargo ship
ḳwḳw|fruit
ḳwt|Gun on the chariot
ḳb|double
ḳb|warm oneself
ḳb|humble yourself
ḳb|Type woodworking
ḳb|be cool
ḳb|cool
ḳb|Offer libation
ḳb|cool wind
ḳbt|cooling
ḳbt|Name of the temple
ḳbw|popularity
ḳbw|plant
ḳbi҆|jug
ḳbi҆i҆t|Foundations
ḳbꜥ|to kid
ḳbw n wt|Canopic jars
ḳbb|be cool
ḳbb|cool
ḳbb|cool wind
ḳbbt|cool water
ḳbbt|ground
ḳbbt|throat
ḳbḥ|Body part of man
ḳbḥ|used in the manufacture of wooden coffins
ḳbḥ|be cool, cool
ḳbḥ|Offer libation
ḳbḥ|Water dispenser
ḳbḥ|to die
ḳbḥ|blow up
ḳbḥt|sacred snakes
ḳbḥw|cooling
ḳbḥw|Libation vessel
ḳbḥw|Water donation
ḳbḥw|Water area
ḳbḥw|Name for the sky
ḳbḥw|water birds
ḳbḥw-sbꜣw|dew
ḳbḥwt|Goddess of the water donation
ḳbḥ-snw=f|falcon-headed son of Horus
ḳbḥi҆t|Libation vessel
ḳbḥw|Genius, son of Re
ḳf|be astonished
ḳfꜣt|Look at
ḳfn|bow
ḳfn|Grab hands
ḳfn|to bake
ḳfn|Pastries
ḳfn|to build
ḳfnw|Job title
ḳfni҆i҆|baker
ḳfḳf|Cult device
ḳfḳft|Reputation, name
ḳmꜣ|Throwing wood
ḳmꜣ|throw
ḳmꜣ|Method of preparation of the {qmHw} bread
ḳmꜣ|create
ḳmꜣ|Creator
ḳmꜣ|Essence
ḳmꜣ|hammer
ḳmꜣ|to complain to someone
ḳmꜣ|good property
ḳmꜣ|Bulrush
ḳmꜣ|holy cattle of certain color
ḳmꜣ|wrestle
ḳmꜣt|product
ḳmꜣt|Land from which myrrh comes
ḳmꜣti҆|both plaintiffs
ḳmꜣti҆|People in countries of frankincense
ḳmꜣw|Worfler
ḳmꜣw|Soldiers]
ḳmꜣw|Heralds
ḳmꜣ-ꜥ|Nickname of Horus
ḳmꜣ-nti҆|Name for water
ḳmꜣti҆|Idol in the temple
ḳmꜣti҆|dress
ḳmꜣti҆|to complain to someone
ḳmi҆|create
ḳmi҆|Disease of the female genital organs
ḳmi҆|resin
ḳmi҆|Anointing oil
ḳmw|Sadness
ḳmḥ|Branch, leaves
ḳmḥw|loaf
ḳmḳm|Timpani
ḳmd|think about something
ḳmd|complain
ḳmd|noun
ḳn|be fat, be fat
ḳn|Fat
ḳn|beat up
ḳn|threshing
ḳn|kill
ḳn|Stronger
ḳn|lion
ḳn|Designation of arable crops
ḳn|Evil, harm
ḳn|mat
ḳn|get ready
ḳn|weave
ḳn|keep away
ḳnt|Fat
ḳnt|Strength, bravery
ḳnt|damage
ḳnt|Expression in a grain bill
ḳnw|lots
ḳnw|the many
ḳnw|Team
ḳnw|Term for barren arable land
ḳnw-ꜥšꜣ|many many
ḳnt-i҆kw|food
ḳn-ꜥbꜥ|stop bragging
ḳn-rnpt|Famine year
ḳni҆|plant
ḳni҆|be strong, be strong
ḳni҆|defeat
ḳni҆|embrace
ḳni҆|Hug, lap
ḳni҆|Lap child
ḳni҆|Breast bib as jewelry
ḳni҆|tie into a sheaf
ḳni҆t|Bodyguard
ḳni҆t|Carrying chair
ḳni҆t|Eye disease
ḳni҆t|something that is double in the face of God
ḳni҆t|Mineral, red or yellow
ḳni҆w|Weber
ḳni҆w|Carrying chair
ḳni҆w|Sheaves
ḳni҆w|Name for marsh birds
ḳni҆w|Designation for the location at the temple of the King of the Dead
ḳnb|tame
ḳnbt|corner
ḳnbt|Civil service
ḳnbt|dish
ḳnbt|Courthouse
ḳnbti҆|Epithet of Khnum
ḳnbti҆|Administrative officer
ḳnni҆|fragrant wood
ḳnni҆|oil
ḳnr|ground
ḳnḥ|Coffin part
ḳns|to bury
ḳnḳn|hit, smash
ḳnḳn|Piece of meat
ḳnḳn|eat
ḳnḳnt|Island in the afterlife
ḳnḳnw|Gods
ḳnḳni҆t|Tool
ḳnḳnwi҆i҆|God; Scribe of Osiris
ḳnd|become angry
ḳnd|Anger
ḳnd|Angrier
ḳr|Cargo ship
ḳr|cloud
ḳr|Personal designation
ḳr|End of the book
ḳrt|bars
ḳrt|Cave, hole
ḳrti҆|the two drainage holes of the Nile
ḳrti҆|Door hinges
ḳri҆|title
ḳri҆|cloud
ḳri҆|to be with someone
ḳri҆|alien beggar
ḳrꜥw|sign
ḳrꜥw|Sign holder
ḳrf|bend
ḳrf|Food
ḳrft|bag
ḳrft|Curvature
ḳrfw|Wrinkles of the face
ḳrmt|ash
ḳrnr|Name of Apophis
ḳrnt|foreskin
ḳrr|cloud
ḳrr|frog
ḳrr|ship
ḳrr|alien vagabond
ḳrr|Burning pots
ḳrr|Burnt offering
ḳrr|Snake
ḳrrt|Sacrificial site
ḳrrt|cavity
ḳrrt|cave
ḳrrti҆|Name of the sun god
ḳrḥ|friend
ḳrḥt|Pottery
ḳrḥt|Primeval nobility
ḳrḥt|Goddess of primeval times, in the form of a snake
ḳrḥt|Uterus, womb
ḳrḥ-mr|Fish tank
ḳrs|to bury, to bury
ḳrs|funeral
ḳrst|funeral
ḳrstt|Digging equipment
ḳrsw|coffin
ḳrḳr|Condition of a tall deciduous tree
ḳrḳr|to wallow
ḳrḳrw|God; Scribe of Osiris
ḳrt|precious stone
ḳrṯ|child
ḳrḏ|child
ḳrḏn|Hatchet, ax
ḳḥ|tame
ḳḥ|wooden neck brace of prisoners
ḳḥ|Light, bright
ḳḥ|Bronze device
ḳḥ|Building material for temples
ḳḥt|Part of heaven
ḳḥi҆|Name of the moon
ḳḥn|boiler
ḳḥḳḥ|hammer, chisel
ḳḥḳḥw|quarry workers
ḳs|to build
ḳs|Part of a magic substance
ḳs|Harpoon tip
ḳs|bone
ḳs|Shoemaker
ḳsn|Work in assembling ships
ḳsn|difficult, bad
ḳsnt|Bad
ḳsnt|Land from which incense comes
ḳsnti҆|officially used
ḳsnw|sparrow
ḳḳ|fruit
ḳḳ|Alabaster vessel
ḳḳ|eat
ḳḳ|cuckoo
ḳḳ|peeling
ḳḳ|Way of driving enemies like deer
ḳḳ|tree
ḳḳti҆|bark
ḳkꜣi҆t|sorceress
ḳtꜣi҆t|Instrument of torture
ḳtꜣi҆t|Carrying chair
ḳti҆|Snake
ḳd|pot
ḳd|Shape pots
ḳd|Essence, kind, shape
ḳd|Radius
ḳd|sleep
ḳd|Plant forbidden in Phila
ḳdt|sleep
ḳdt|alien tree
ḳdt|Kite
ḳdw|Sculptor
ḳd-i҆nb|Bricklayer
ḳd-kꜣ|Patron god of Osiris
ḳdi҆|go around
ḳdwt|Surroundings
ḳdwt|Outline drawing
ḳdww|Essence
ḳdb|rent
ḳdf|tear off
ḳdf|altar
ḳdfw|ear harvest
ḳdm|Ostland
ḳdrt|incense
ḳdš|syrian goddess
ḳdšw|Kadesh
ḳdd|sleep
ḳdd|Revision of the cattle
ḳḏ|Plaster, stucco
ḳḏ|Plasterers
ḳḏ|Thorns
ḳḏ|run, run, hurry
ḳḏ|jug
ḳḏ|poor
ḳḏi҆|Part of the Theban necropolis
ḳḏwr|oil
ḳḏmr|dress
ḳḏn|jug
ḳḏr|hoe
ḳḏ(t)|hand
ḳḏḏ|Pastries
k|basket
k|Ka
k|<< Change with {T} >>
kt|Other
kꜣ|so
kꜣ|say
kꜣ|as characters
kꜣ|Ka
kꜣ|force
kꜣ|food
kꜣ|Surname
kꜣ|Material for vessels
kꜣ|bull
kꜣ|appear
kꜣ|male snake
kꜣ|Arm of the Nile
kꜣ|the central mast of the mini-sanctuary
kꜣt|thought
kꜣt|female genitals
kꜣt|food
kꜣt|job
kꜣt|product
kꜣw|Spirit, quality
kꜣw|food
kꜣw|in list of garden products
kꜣw|fruit
kꜣwt|Trades
kꜣ=k-mn|Vessel
kꜣ-wꜥb|pure bull = soda
kꜣt-pr-ꜥ|Craft of war
kꜣ-mnḥ|Label for turtle
kꜣ-mḥi҆|Name of the hippopotamus
kꜣ-n-i҆dr|Cattle species
kꜣ-n-ḫri҆t|Sacrificial bull
kꜣ-ḥr-kꜣ|Festival, month
kꜣ-ḥr-kꜣ|Temple vessel
kꜣt-ḥspt|Osirism mysteries
kꜣ-ḥḏ|holy white bull
kꜣ-šspt|Ropes of the ship
kꜣꜣ|Property of the eye of horus
kꜣꜣw|noun
kꜣi҆|think
kꜣi҆|Whore
kꜣi҆|Nubian ship
kꜣi҆t|officially used
kꜣi҆-km|precious brown material
kꜣwt|something bad
kꜣwti҆|Workers
kꜣwt|carry, lift
kꜣp|Smoker
kꜣp|to smoke someone
kꜣp|Incense
kꜣp|Canopy
kꜣp|consider
kꜣp|eyelid
kꜣp|to hide oneself
kꜣp|Catch birds
kꜣp|House where princes are raised
kꜣpt|Firing
kꜣpt|Incense
kꜣpt|Piece of linen
kꜣpt|Vault of heaven
kꜣpw|Roof of a house
kꜣpw|Name of a disease demon
kꜣpw|bird
kꜣpw|Bird catcher
kꜣpw|Name of the crocodile
kꜣpw|9 day of the lunar month
kꜣpꜣp|hide, cover
kꜣpw|Water surface, pool
kꜣp(t)|sky
kꜣm|Wine rod
kꜣm|garden
kꜣmw|gardener
kꜣmwtt|Term for barley
kꜣmi҆|gardener
kꜣmn|be blind
kꜣmn|Blind man
kꜣnw|garden
kꜣni҆|gardener
kꜣnti҆i҆|gardener
kꜣr|chapel
kꜣrt|Woman's name
k(ꜣ)r(ꜣ)|chameleon
kꜣri҆|gardener
kꜣs|Vessel
kꜣs|dress
kꜣš|Nubia
kꜣkꜣ|plant
kꜣkꜣ|in a comparison
kꜣkꜣ|noun
kꜣkꜣwt|something morbid
ki҆|cry out
ki҆t|Watch out
ki҆t|ape
ki҆i҆|another
ki҆i҆|also
ki҆i҆-bw|foreign countries
ki҆i҆-ki҆i҆|one and the other = people
ki҆w|Applause, cheers
ki҆w|register
ki҆w|bow before
ki҆w|monkey
ki҆wi҆|A bunch of people
ki҆ri҆|animal
ki҆ri҆|Workers
ki҆ki҆|monkey
kꜥf|requisition
kw|you
kwi҆|quantity
kwnt|holy tree
kwšn|Part of the car
kwt|carry, lift
kb|Vessel for liquids
kbwi҆|Soles
kbi҆i҆t|Ferocity
kbn|Byblos
kbn|ship
kbnt|large ocean-going ship
kbs|holy tree
kbs|woven basket for grain and the like
kp|cut off hands of enemies
kp|Sole of the foot
kpi҆t|loaf
kps|Measure for meat, etc.
kf|sing praises to someone
kf|noun
kf|Flint
kf|knife
kfꜣ|Rump
kfꜣ|Plant part
kfꜣ|economical or similar
kfꜣ|to open
kfꜣ|bare
kfꜣt|Base
kfꜣ-i҆b|economical
kfꜣ-tꜣwi҆|ointment
kfi҆|bare
kfi҆|gape
kfꜥ|Take prey
kfꜥ|prey
kfꜥ|Bundle of arrows
kff|drool
kfti҆w|Crete
kfti҆w|Seagoing vessels
km|Crown of Lower Egypt
km|how
km|Pile of burning charcoal, pile
km|black
km|Black
km|pupil
km|Black leather
km|Epithet of the god of Athribis
km|Serapeum in Memphis
km|complete
km|service
km|complain
kmt|illness
kmt|goddess
kmt|Name for sacred black cattle
kmt|Egypt
kmt|egyptians
kmt|Paid
kmt|tail
kmti҆|large granite vessel
km gm|controlled delivery
kmti҆w|egyptians
km-wr|Gau of Athribis
km-wr|Bitter lakes
km-wr|Nickname of Osiris
km-pḥwi҆|Form end
km-kꜣt|Do work
kmꜣ-wr|God
kmi҆|Designation of Osiris and the Min
kmi҆t|goddess
kmi҆t|Wisdom book
kmi҆i҆|Snake
kmi҆(t)|Food
kmw|officially used
kmw|something made of leather
km(w)|Delivery
kmnw|Personal designation
kmr|dancer
kmri҆|made of ivory
kmḥ|Pastries
kmk|falcon-headed god
kmt|device
kn|Creator
knt|Hate, unpopularity
kni҆|to be disgruntled
kni҆|call
kni҆t|Name of a goddess
kni҆w|Defamation
kni҆ni҆wr|lyre
knwi҆i҆|who complain
knm|envelop
knm|stain
knm|Dean star image
knmt|angry bird
knmt|Animal fighting with baboons
knmt|darkness
knmt|great oasis of Khargeh
knmt|precious stone
knmti҆|baboon
knmti҆|Name of Apophis
knmti҆|star
knḥ|palace
knḥ|get dark, darken
knḥ|shrine
knḥw|darkness
knḥw|24 day of the lunar month
knst|Land in the hereafter, Nubia
kns|dam
knsti҆w|Nubians
kns(w)|Ocher product; Kind of ocher
knkwt|Object made of wood
knkn|abnormal condition of the breast vessels
knkn|hit with tail
knt|dress
knt(i҆)|Testicles
kr|boat
krti҆|horns
kri҆|Dungeon
krp|pay off
krmt|Jewelry of Nubian slaves
krr|Container for frankincense and honey
krḥt|Home appliance
krs|Sack, bundle
krs|leap
kršt|loaf
krk|bed
krkr|Pile of stones
krkr|knife
krt|Massacre, bloodbath
krṯ|Cords
khꜣ|blow strong
khꜣ|Cast shadows
khꜣ|eject
khꜣw|Beings in the sky
khb|bump, damage
khb|Name of Seth
khs|booting up, rough
khsw|Malice
kḥꜣ|food
kḥn|large clay jug
kḥn|darkness
kḥḥ|Measure for edibles
kḥss|Sanctuary in Edfu
kḥkḥ|to become old
kḥkḥ|cut, polish
kḥkḥt|divine being
kḥkḥt-nt-sri҆t|to cough
kḥt|noun
ks|Vessel
ks|free run
ks|of the attitude of a prisoner
ks|hang down
ks|ship
ks|dress
ks|Ability, strength
ksi҆|bow
ksi҆i҆|the strong one
ksw|bow
ksb|Measure for grain
ksbt|tree
ksm|Despite offer
ksm|Adversary
ksk|Patron god of Osiris
ksks|to dance
ksks|dancer
ksks|Basket with legs
kskst|dancer
kskst(i҆i҆)|braided basket
kš|Nubia
kš|pour
kšw|officially used
kk|Woodworm
kk|be dark
kk|Rattle
kkt|Animal eating grain in barn
kkt|female counterpart of one of the 8 primordial gods
kkw-knmt|darkness
kki҆t|darkness
kkw|darkness
kkw|one of the 8 primordial gods
kkw|Name of the flood water
kkwt|darkness
kkw-smꜣw|dusk
kt|be small, be small
kti҆|Name of the uraeus snake
kti҆wt|Fire pit for cooking
ktwt|Fireplace
ktwt|boiler
ktwi҆ti҆|Sun god
ktp|weapon
ktmt|gold
ktkt|tremble, tremble
ktkt|Temple device
ktkt|officially used plant
ktkt|beat
ktkt|eclipse
ktkt|to become old
ktkt-šri҆|Name of a small dog
ktt|be small
ktt|Smaller
ktt|Smallness
ktt|louse
kṯ|plant
kṯ|Metal jug
kṯ|Smaller
kṯm|Boasting
kṯn|Charioteer
kṯt|blanket
kḏ|Silver vessel
kḏn|Charioteer
g|Pitcher stand
gꜣ|wound
gꜣ|to sing
gꜣ|smear oneself
gꜣ|next to goat hose, as a device
gꜣ|Launch ships
gꜣ|heron
gꜣ|further
gꜣt|goddess
gꜣw|fragrant plant
gꜣꜣ|capsize
gꜣꜣbt|bird
gꜣi҆|revile someone
gꜣi҆|Clay bowl
gꜣi҆|moisturize
gꜣi҆|God in the amduat
gꜣi҆|Place name in the realm of the dead
gꜣi҆t|chapel
g(ꜣ)i҆i҆t|Tool:
gꜣw|to look in amazement
gꜣw|be tight
gꜣw|defect
gꜣw|fall down
gꜣw|sluggish
gꜣwt|defect
gꜣwt|Bottleneck?
gꜣwt|Levies
gꜣwt|bunch
gꜣwt|box
gꜣwt|Coffins of apis animals
gꜣwt-wꜣt|Bottleneck?
gꜣw-ḥti҆t|without breath
gꜣwi҆|Horses
gꜣb|Pastries
gꜣb|Mass
gꜣbt|poor
gꜣbt|leaf
gꜣbti҆|eyelash
gꜣbw|Employees
gꜣbgw|bird
gꜣf|monkey
gꜣf|fend off
gꜣf|to bake
gꜣfgꜣf|Pastries
gꜣḥ|to squeeze
gꜣḥ|be matte
gꜣḥ|shoulder
gꜣs|mourn
gꜣs|body part
gꜣst|Jewellery
gꜣst-wꜥbt|3 leap day
gꜣswti҆|God in the sky
gꜣš|throw something away
gꜣš|Burning bricks
gꜣš|reed
gꜣš|something related to beer
gꜣš|Designation for enemies
gꜣgꜣ|chatter
gꜣgꜣw|to look in amazement
gꜣgꜣwt|astonish
gꜣgꜣwt|goddess
gi҆|Pastries
gi҆t|officially used plant
gi҆w|fragrant plant
gi҆f|monkey
gi҆ft|ape
gi҆st|Mourning
gw|bull
gw|fragrant plant
gw|Horses
gwꜣ|pull together
gwꜣ|act bellicose against
gwꜣ|loaf
gwꜣt|box
gwꜣwꜣ|arrest
gwf|monkey
gwn|bag
gwst|noun
gwš|squint
gwš|be crooked
gwg|talk
gwtn|tie in, fill barns
gwṯ|title
gb|tilt
gbt|sky
gbt|fish
gbw|building
gbꜣ|poor
gbꜣ|Side, wall
gbꜣ|dazzle
gbꜣ|Verb of movement:
gbꜣw|fault
gbi҆|to be weak
gbi҆|damage
gbti҆w|Coptus
gbw|Stake
gbti҆wi҆|Nickname of the min
